gene_id,gene_symbol,gene_name,species
73495,PIN4,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4",Human
73496,PIN4P1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4 pseudogene 1",Human
73497,PINCR,p53-induced noncoding RNA,Human
73498,PINK1,PTEN induced kinase 1,Human
73499,PINK1-AS,PINK1 antisense RNA,Human
73500,PINLYP,phospholipase A2 inhibitor and LY6/PLAUR domain containing,Human
73502,PIP,prolactin induced protein,Human
73503,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,Human
73504,PIP4K2B,phosphatidylinositol-5-phosphate 4-kinase type 2 beta,Human
73505,PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma,Human
73506,PIP4P1,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1",Human
73507,PIP4P2,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2",Human
73508,PIP5K1A,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,Human
73509,PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,Human
73510,PIP5K1C,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma,Human
73512,PIP5K1P1,phosphatidylinositol-4-phosphate 5-kinase type 1 pseudogene 1,Human
73513,PIP5K1P2,phosphatidylinositol-4-phosphate 5-kinase type 1 pseudogene 2,Human
73514,PIP5KL1,phosphatidylinositol-4-phosphate 5-kinase like 1,Human
73515,PIPOX,pipecolic acid and sarcosine oxidase,Human
73516,PIPSL,PIP5K1A and PSMD4 like (pseudogene),Human
73517,PIR,pirin,Human
73633,PISD,phosphatidylserine decarboxylase,Human
73636,PITHD1,PITH domain containing 1,Human
73637,PITPNA,phosphatidylinositol transfer protein alpha,Human
73638,PITPNA-AS1,PITPNA antisense RNA 1,Human
73639,PITPNB,phosphatidylinositol transfer protein beta,Human
73641,PITPNM1,phosphatidylinositol transfer protein membrane associated 1,Human
73642,PITPNM2,phosphatidylinositol transfer protein membrane associated 2,Human
73643,PITPNM2-AS1,PITPNM2 antisense RNA 1,Human
73644,PITPNM3,PITPNM family member 3,Human
73645,PITRM1,pitrilysin metallopeptidase 1,Human
73646,PITRM1-AS1,PITRM1 antisense RNA 1,Human
73647,PITX1,paired like homeodomain 1,Human
73648,PITX2,paired like homeodomain 2,Human
73649,PITX3,paired like homeodomain 3,Human
73650,PIWIL1,piwi like RNA-mediated gene silencing 1,Human
73651,PIWIL2,piwi like RNA-mediated gene silencing 2,Human
73652,PIWIL3,piwi like RNA-mediated gene silencing 3,Human
73653,PIWIL4,piwi like RNA-mediated gene silencing 4,Human
73654,PJA1,praja ring finger ubiquitin ligase 1,Human
73655,PJA2,praja ring finger ubiquitin ligase 2,Human
73656,PJVK,pejvakin,Human
73657,PKD1,"polycystin 1, transient receptor potential channel interacting",Human
73658,PKD1L1,"polycystin 1 like 1, transient receptor potential channel interacting",Human
73659,PKD1L2,polycystin 1 like 2 (gene/pseudogene),Human
73665,PKD1P5,"polycystin 1, transient receptor potential channel interacting pseudogene 5",Human
73666,PKD1P6,"polycystin 1, transient receptor potential channel interacting pseudogene 6",Human
73667,PKD2,"polycystin 2, transient receptor potential cation channel",Human
73669,PKD2L1,"polycystin 2 like 1, transient receptor potential cation channel",Human
73670,PKD2L2,"polycystin 2 like 2, transient receptor potential cation channel",Human
73672,PKDCC,"protein kinase domain containing, cytoplasmic",Human
73674,PKDREJ,polycystin family receptor for egg jelly,Human
73675,PKHD1,PKHD1 ciliary IPT domain containing fibrocystin/polyductin,Human
73676,PKHD1L1,PKHD1 like 1,Human
73677,PKIA,cAMP-dependent protein kinase inhibitor alpha,Human
73678,PKIA-AS1,PKIA antisense RNA 1,Human
73679,PKIB,cAMP-dependent protein kinase inhibitor beta,Human
73680,PKIG,cAMP-dependent protein kinase inhibitor gamma,Human
73681,PKLR,pyruvate kinase L/R,Human
73682,PKM,pyruvate kinase M1/2,Human
73683,PKMP1,pyruvate kinase M1/2 pseudogene 1,Human
73684,PKMP2,pyruvate kinase M1/2 pseudogene 2,Human
73685,PKMP3,pyruvate kinase M1/2 pseudogene 3,Human
73686,PKMP4,pyruvate kinase M1/2 pseudogene 4,Human
73687,PKMP5,pyruvate kinase M1/2 pseudogene 5,Human
73688,PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1",Human
73689,PKN1,protein kinase N1,Human
73690,PKN2,protein kinase N2,Human
73691,PKN2-AS1,PKN2 antisense RNA 1,Human
73692,PKN3,protein kinase N3,Human
73693,PKNOX1,PBX/knotted 1 homeobox 1,Human
73694,PKNOX2,PBX/knotted 1 homeobox 2,Human
73696,PKP1,plakophilin 1,Human
73697,PKP2,plakophilin 2,Human
73699,PKP3,plakophilin 3,Human
73700,PKP4,plakophilin 4,Human
73701,PKP4-AS1,PKP4 antisense RNA 1,Human
73702,PKP4P1,plakophilin 4 pseudogene 1,Human
73703,PLA1A,phospholipase A1 member A,Human
73706,PLA2G1B,phospholipase A2 group IB,Human
73708,PLA2G2C,phospholipase A2 group IIC,Human
73709,PLA2G2D,phospholipase A2 group IID,Human
73711,PLA2G2F,phospholipase A2 group IIF,Human
73712,PLA2G3,phospholipase A2 group III,Human
73714,PLA2G4A,phospholipase A2 group IVA,Human
73715,PLA2G4B,phospholipase A2 group IVB,Human
73716,PLA2G4C,phospholipase A2 group IVC,Human
73719,PLA2G4E,phospholipase A2 group IVE,Human
73720,PLA2G4E-AS1,PLA2G4E antisense RNA 1,Human
73722,PLA2G5,phospholipase A2 group V,Human
73723,PLA2G6,phospholipase A2 group VI,Human
73724,PLA2G7,phospholipase A2 group VII,Human
73726,PLA2G12A,phospholipase A2 group XIIA,Human
73727,PLA2G12AP1,phospholipase A2 group XIIA pseudogene 1,Human
73729,PLA2G12B,phospholipase A2 group XIIB,Human
73730,PLA2G15,phospholipase A2 group XV,Human
73732,PLA2R1,phospholipase A2 receptor 1,Human
73733,PLAA,phospholipase A2 activating protein,Human
73734,PLAAT1,phospholipase A and acyltransferase 1,Human
73735,PLAAT2,phospholipase A and acyltransferase 2,Human
73736,PLAAT3,phospholipase A and acyltransferase 3,Human
73737,PLAAT4,phospholipase A and acyltransferase 4,Human
73738,PLAAT5,phospholipase A and acyltransferase 5,Human
73739,PLAC1,placenta enriched 1,Human
73740,PLAC4,placenta enriched 4,Human
73742,PLAC8,placenta associated 8,Human
73743,PLAC8L1,PLAC8 like 1,Human
73744,PLAC9,placenta associated 9,Human
73746,PLAG1,PLAG1 zinc finger,Human
73747,PLAGL1,PLAG1 like zinc finger 1,Human
73748,PLAGL2,PLAG1 like zinc finger 2,Human
73752,PLAT,"plasminogen activator, tissue type",Human
73753,PLAU,"plasminogen activator, urokinase",Human
73754,PLAUR,"plasminogen activator, urokinase receptor",Human
73755,PLB1,phospholipase B1,Human
73756,PLBD1,phospholipase B domain containing 1,Human
73757,PLBD1-AS1,PLBD1 antisense RNA 1,Human
73758,PLBD2,phospholipase B domain containing 2,Human
73760,PLCB1,phospholipase C beta 1,Human
73761,PLCB1-IT1,PLCB1 intronic transcript 1,Human
73762,PLCB2,phospholipase C beta 2,Human
73764,PLCB3,phospholipase C beta 3,Human
73765,PLCB4,phospholipase C beta 4,Human
73766,PLCD1,phospholipase C delta 1,Human
73767,PLCD3,phospholipase C delta 3,Human
73768,PLCD4,phospholipase C delta 4,Human
73769,PLCE1,phospholipase C epsilon 1,Human
73770,PLCE1-AS1,PLCE1 antisense RNA 1,Human
73773,PLCG1,phospholipase C gamma 1,Human
73774,PLCG1-AS1,PLCG1 antisense RNA 1,Human
73776,PLCH1,phospholipase C eta 1,Human
73779,PLCH2,phospholipase C eta 2,Human
73780,PLCL1,phospholipase C like 1 (inactive),Human
73781,PLCL2,phospholipase C like 2,Human
73782,PLCL2-AS1,PLCL2 antisense RNA 1,Human
73784,PLCXD2,phosphatidylinositol specific phospholipase C X domain containing 2,Human
73786,PLCXD3,phosphatidylinositol specific phospholipase C X domain containing 3,Human
73787,PLCZ1,phospholipase C zeta 1,Human
73788,PLD1,phospholipase D1,Human
73789,PLD2,phospholipase D2,Human
73790,PLD3,phospholipase D family member 3,Human
73791,PLD4,phospholipase D family member 4,Human
73793,PLD6,phospholipase D family member 6,Human
73794,PLEC,plectin,Human
73795,PLEK,pleckstrin,Human
73796,PLEK2,pleckstrin 2,Human
73797,PLEKHA1,pleckstrin homology domain containing A1,Human
73798,PLEKHA2,pleckstrin homology domain containing A2,Human
73799,PLEKHA3,pleckstrin homology domain containing A3,Human
73801,PLEKHA4,pleckstrin homology domain containing A4,Human
73802,PLEKHA5,pleckstrin homology domain containing A5,Human
73803,PLEKHA6,pleckstrin homology domain containing A6,Human
73804,PLEKHA7,pleckstrin homology domain containing A7,Human
73805,PLEKHA8,pleckstrin homology domain containing A8,Human
73806,PLEKHA8P1,pleckstrin homology domain containing A8 pseudogene 1,Human
73807,PLEKHB1,pleckstrin homology domain containing B1,Human
73808,PLEKHB2,pleckstrin homology domain containing B2,Human
73809,PLEKHD1,pleckstrin homology and coiled-coil domain containing D1,Human
73810,PLEKHF1,pleckstrin homology and FYVE domain containing 1,Human
73811,PLEKHF2,pleckstrin homology and FYVE domain containing 2,Human
73812,PLEKHG1,pleckstrin homology and RhoGEF domain containing G1,Human
73813,PLEKHG2,pleckstrin homology and RhoGEF domain containing G2,Human
73814,PLEKHG3,pleckstrin homology and RhoGEF domain containing G3,Human
73816,PLEKHG4B,pleckstrin homology and RhoGEF domain containing G4B,Human
73817,PLEKHG5,pleckstrin homology and RhoGEF domain containing G5,Human
73818,PLEKHG6,pleckstrin homology and RhoGEF domain containing G6,Human
73821,PLEKHH2,"pleckstrin homology, MyTH4 and FERM domain containing H2",Human
73825,PLEKHM1P1,pleckstrin homology and RUN domain containing M1 pseudogene 1,Human
73826,PLEKHM2,pleckstrin homology and RUN domain containing M2,Human
73827,PLEKHM3,pleckstrin homology domain containing M3,Human
73828,PLEKHN1,pleckstrin homology domain containing N1,Human
73829,PLEKHO1,pleckstrin homology domain containing O1,Human
73830,PLEKHO2,pleckstrin homology domain containing O2,Human
73831,PLEKHS1,pleckstrin homology domain containing S1,Human
73833,PLG,plasminogen,Human
73835,PLGLB1,plasminogen like B1,Human
73836,PLGLB2,plasminogen like B2,Human
73837,PLGRKT,plasminogen receptor with a C-terminal lysine,Human
73839,PLIN1,perilipin 1,Human
73840,PLIN2,perilipin 2,Human
73842,PLIN4,perilipin 4,Human
73843,PLIN5,perilipin 5,Human
73844,PLK1,polo like kinase 1,Human
73845,PLK2,polo like kinase 2,Human
73846,PLK3,polo like kinase 3,Human
73847,PLK4,polo like kinase 4,Human
73848,PLK5,polo like kinase 5,Human
73849,PLLP,plasmolipin,Human
73852,PLN,phospholamban,Human
73853,PLOD1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",Human
73854,PLOD2,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",Human
73855,PLOD3,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",Human
73858,PLP1,proteolipid protein 1,Human
73859,PLP2,proteolipid protein 2,Human
73861,PLPBP,pyridoxal phosphate binding protein,Human
73862,PLPP1,phospholipid phosphatase 1,Human
73863,PLPP2,phospholipid phosphatase 2,Human
73864,PLPP3,phospholipid phosphatase 3,Human
73865,PLPP4,phospholipid phosphatase 4,Human
73866,PLPP5,phospholipid phosphatase 5,Human
73867,PLPP6,phospholipid phosphatase 6,Human
73868,PLPP7,phospholipid phosphatase 7 (inactive),Human
73870,PLPPR2,phospholipid phosphatase related 2,Human
73871,PLPPR3,phospholipid phosphatase related 3,Human
73872,PLPPR4,phospholipid phosphatase related 4,Human
73873,PLPPR5,phospholipid phosphatase related 5,Human
73874,PLRG1,pleiotropic regulator 1,Human
73875,PLS1,plastin 1,Human
73876,PLS1-AS1,PLS1 antisense RNA 1,Human
73877,PLS3,plastin 3,Human
73878,PLS3-AS1,PLS3 antisense RNA 1,Human
73879,PLSCR1,phospholipid scramblase 1,Human
73880,PLSCR2,phospholipid scramblase 2,Human
73881,PLSCR3,phospholipid scramblase 3,Human
73882,PLSCR4,phospholipid scramblase 4,Human
73885,PLTP,phospholipid transfer protein,Human
73886,PLUT,"PDX1 associated lncRNA, upregulator of transcription",Human
73887,PLVAP,plasmalemma vesicle associated protein,Human
73888,PLXDC1,plexin domain containing 1,Human
73889,PLXDC2,plexin domain containing 2,Human
73895,PLXNA1,plexin A1,Human
73896,PLXNA2,plexin A2,Human
73897,PLXNA3,plexin A3,Human
73898,PLXNA4,plexin A4,Human
73900,PLXNB1,plexin B1,Human
73901,PLXNB2,plexin B2,Human
73902,PLXNB3,plexin B3,Human
73903,PLXNC1,plexin C1,Human
73904,PLXND1,plexin D1,Human
73905,PM20D1,peptidase M20 domain containing 1,Human
73906,PM20D2,peptidase M20 domain containing 2,Human
73907,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1,Human
73908,PMCH,pro-melanin concentrating hormone,Human
73910,PMCHL2,pro-melanin concentrating hormone like 2 (pseudogene),Human
73911,PMEL,premelanosome protein,Human
73912,PMEPA1,"prostate transmembrane protein, androgen induced 1",Human
73913,PMF1,polyamine modulated factor 1,Human
73914,PMF1-BGLAP,PMF1-BGLAP readthrough,Human
73915,PMFBP1,polyamine modulated factor 1 binding protein 1,Human
73917,PML,promyelocytic leukemia,Human
73918,PMM1,phosphomannomutase 1,Human
73919,PMM2,phosphomannomutase 2,Human
73920,PMM2P1,phosphomannomutase 2 pseudogene 1,Human
73922,PMP2,peripheral myelin protein 2,Human
73923,PMP22,peripheral myelin protein 22,Human
73924,PMPCA,"peptidase, mitochondrial processing alpha subunit",Human
73926,PMPCB,"peptidase, mitochondrial processing beta subunit",Human
73928,PMS1,"PMS1 homolog 1, mismatch repair system component",Human
73929,PMS2,"PMS1 homolog 2, mismatch repair system component",Human
73930,PMS2CL,PMS2 C-terminal like pseudogene,Human
73936,PMS2P1,"PMS1 homolog 2, mismatch repair system component pseudogene 1",Human
73937,PMS2P2,"PMS1 homolog 2, mismatch repair system component pseudogene 2",Human
73938,PMS2P3,"PMS1 homolog 2, mismatch repair system component pseudogene 3",Human
73939,PMS2P4,"PMS1 homolog 2, mismatch repair system component pseudogene 4",Human
73940,PMS2P5,"PMS1 homolog 2, mismatch repair system component pseudogene 5",Human
73941,PMS2P6,"PMS1 homolog 2, mismatch repair system component pseudogene 6",Human
73942,PMS2P7,"PMS1 homolog 2, mismatch repair system component pseudogene 7",Human
73944,PMS2P9,"PMS1 homolog 2, mismatch repair system component pseudogene 9",Human
73950,PMVK,phosphomevalonate kinase,Human
73951,PNCK,pregnancy up-regulated nonubiquitous CaM kinase,Human
73961,PNISR,PNN interacting serine and arginine rich protein,Human
73962,PNKD,PNKD metallo-beta-lactamase domain containing,Human
73963,PNKDP1,PNKD pseudogene 1,Human
73965,PNLDC1,"PARN like, ribonuclease domain containing 1",Human
73970,PNLIPRP3,pancreatic lipase related protein 3,Human
73971,PNMA1,PNMA family member 1,Human
73972,PNMA2,PNMA family member 2,Human
73973,PNMA3,PNMA family member 3,Human
73974,PNMA5,PNMA family member 5,Human
73975,PNMA6A,PNMA family member 6A,Human
73976,PNMA6B,PNMA family member 6B (pseudogene),Human
73980,PNMA6F,PNMA family member 6F,Human
73981,PNMA8A,PNMA family member 8A,Human
73982,PNMA8B,PNMA family member 8B,Human
73983,PNMA8C,PNMA family member 8C,Human
73984,PNMT,phenylethanolamine N-methyltransferase,Human
73986,PNN,"pinin, desmosome associated protein",Human
73987,PNO1,partner of NOB1 homolog,Human
73988,PNOC,prepronociceptin,Human
73989,PNP,purine nucleoside phosphorylase,Human
73990,PNPLA1,patatin like phospholipase domain containing 1,Human
73991,PNPLA2,patatin like phospholipase domain containing 2,Human
73992,PNPLA3,patatin like phospholipase domain containing 3,Human
73993,PNPLA4,patatin like phospholipase domain containing 4,Human
73995,PNPLA5,patatin like phospholipase domain containing 5,Human
73997,PNPLA7,patatin like phospholipase domain containing 7,Human
73998,PNPLA8,patatin like phospholipase domain containing 8,Human
74000,PNPO,pyridoxamine 5'-phosphate oxidase,Human
74001,PNPT1,polyribonucleotide nucleotidyltransferase 1,Human
74002,PNPT1P1,polyribonucleotide nucleotidyltransferase 1 pseudogene 1,Human
74003,PNPT1P2,polyribonucleotide nucleotidyltransferase 1 pseudogene 2,Human
74004,PNRC1,proline rich nuclear receptor coactivator 1,Human
74005,PNRC2,proline rich nuclear receptor coactivator 2,Human
74012,POC1A,POC1 centriolar protein A,Human
74013,POC1B,POC1 centriolar protein B,Human
74014,POC1B-AS1,POC1B antisense RNA 1,Human
74015,POC1B-GALNT4,POC1B-GALNT4 readthrough,Human
74016,POC5,POC5 centriolar protein,Human
74017,PODN,podocan,Human
74018,PODNL1,podocan like 1,Human
74019,PODXL,podocalyxin like,Human
74020,PODXL2,podocalyxin like 2,Human
74022,POF1B,POF1B actin binding protein,Human
74023,POFUT1,protein O-fucosyltransferase 1,Human
74024,POFUT2,protein O-fucosyltransferase 2,Human
74025,POGK,pogo transposable element derived with KRAB domain,Human
74026,POGLUT1,protein O-glucosyltransferase 1,Human
74027,POGLUT2,protein O-glucosyltransferase 2,Human
74028,POGLUT3,protein O-glucosyltransferase 3,Human
74029,POGZ,pogo transposable element derived with ZNF domain,Human
74030,POLA1,"DNA polymerase alpha 1, catalytic subunit",Human
74031,POLA2,"DNA polymerase alpha 2, accessory subunit",Human
74032,POLB,DNA polymerase beta,Human
74033,POLD1,"DNA polymerase delta 1, catalytic subunit",Human
74034,POLD2,"DNA polymerase delta 2, accessory subunit",Human
74035,POLD2P1,"DNA polymerase delta 2, accessory subunit pseudogene 1",Human
74036,POLD3,"DNA polymerase delta 3, accessory subunit",Human
74037,POLD4,"DNA polymerase delta 4, accessory subunit",Human
74038,POLDIP2,DNA polymerase delta interacting protein 2,Human
74039,POLDIP3,DNA polymerase delta interacting protein 3,Human
74040,POLE,"DNA polymerase epsilon, catalytic subunit",Human
74041,POLE2,"DNA polymerase epsilon 2, accessory subunit",Human
74042,POLE3,"DNA polymerase epsilon 3, accessory subunit",Human
74043,POLE4,"DNA polymerase epsilon 4, accessory subunit",Human
74044,POLG,"DNA polymerase gamma, catalytic subunit",Human
74045,POLG2,"DNA polymerase gamma 2, accessory subunit",Human
74046,POLH,DNA polymerase eta,Human
74047,POLH-AS1,POLH antisense RNA 1,Human
74049,POLI,DNA polymerase iota,Human
74050,POLK,DNA polymerase kappa,Human
74051,POLL,DNA polymerase lambda,Human
74052,POLM,DNA polymerase mu,Human
74053,POLN,DNA polymerase nu,Human
74054,POLQ,DNA polymerase theta,Human
74055,POLR1A,RNA polymerase I subunit A,Human
74056,POLR1B,RNA polymerase I subunit B,Human
74057,POLR1C,RNA polymerase I and III subunit C,Human
74058,POLR1D,RNA polymerase I and III subunit D,Human
74059,POLR1E,RNA polymerase I subunit E,Human
74060,POLR2A,RNA polymerase II subunit A,Human
74061,POLR2B,RNA polymerase II subunit B,Human
74062,POLR2C,RNA polymerase II subunit C,Human
74063,POLR2CP1,RNA polymerase II subunit C pseudogene 1,Human
74064,POLR2D,RNA polymerase II subunit D,Human
74066,POLR2F,RNA polymerase II subunit F,Human
74067,POLR2G,RNA polymerase II subunit G,Human
74068,POLR2H,RNA polymerase II subunit H,Human
74069,POLR2I,RNA polymerase II subunit I,Human
74070,POLR2J,RNA polymerase II subunit J,Human
74071,POLR2J2,RNA polymerase II subunit J2,Human
74072,POLR2J3,RNA polymerase II subunit J3,Human
74073,POLR2J4,"RNA polymerase II subunit J4, pseudogene",Human
74074,POLR2K,RNA polymerase II subunit K,Human
74075,POLR2KP1,RNA polymerase II subunit K pseudogene 1,Human
74076,POLR2KP2,RNA polymerase II subunit K pseudogene 2,Human
74077,POLR2L,RNA polymerase II subunit L,Human
74079,POLR2M,RNA polymerase II subunit M,Human
74080,POLR3A,RNA polymerase III subunit A,Human
74081,POLR3B,RNA polymerase III subunit B,Human
74082,POLR3C,RNA polymerase III subunit C,Human
74083,POLR3D,RNA polymerase III subunit D,Human
74084,POLR3DP1,RNA polymerase III subunit D pseudogene 1,Human
74085,POLR3E,RNA polymerase III subunit E,Human
